Codigo.municipio,Municipio, Total, 1-2 499 habitantes, 2 500 y más habitantes,Fecha
31062, Sacalum,4962,963,3999,2020
31063, Samahil,5631,2279,3352,2020
31065, San Felipe,2118,2118, ,2020
31064, Sanahcat,1701,1701, ,2020
31066, Santa Elena,4220,453,3767,2020
31067, Seyé,10053,912,9141,2020
31068, Sinanché,3206,620,2586,2020
31069, Sotuta,8967,3209,5758,2020
31070, Sucilá,3971,116,3855,2020
31071, Sudzal,1949,1949, ,2020
31072, Suma,1857,1857, ,2020
31073, Tahdziú,5854,891,4963,2020
31074, Tahmek,3774,120,3654,2020
31075, Teabo,6921,31,6890,2020
31076, Tecoh,17939,7922,10017,2020
31077, Tekal de Venegas,2683,38,2645,2020
31078, Tekantó,3747,604,3143,2020
31079, Tekax,45062,13274,31788,2020
31080, Tekit,11020,5,11015,2020
31081, Tekom,3355,570,2785,2020
31082, Telchac Pueblo,3512,16,3496,2020
31083, Telchac Puerto,1915,1915, ,2020
31084, Temax,7037,565,6472,2020
31085, Temozón,16680,5766,10914,2020
31086, Tepakán,2133,2133, ,2020
31087, Tetiz,5464,914,4550,2020
31088, Teya,1917,1917, ,2020
31089, Ticul,40495,119,40376,2020
31090, Timucuy,7503,3299,4204,2020
31091, Tinum,12700,6204,6496,2020
31092, Tixcacalcupul,7888,3714,4174,2020
31093, Tixkokob,18420,6516,11904,2020
31094, Tixmehuac,5444,2658,2786,2020
31095, Tixpéhual,5690,1967,3723,2020
31096, Tizimín,80672,21988,58684,2020
31097, Tunkás,3684,680,3004,2020
31098, Tzucacab,15346,4467,10879,2020
31099, Uayma,4191,731,3460,2020
31100, Ucú,4049,930,3119,2020
31101, Umán,69147,12738,56409,2020
31102, Valladolid,85460,14559,70901,2020
31103, Xocchel,3451,4,3447,2020
31104, Yaxcabá,16350,10431,5919,2020
31105, Yaxkukul,3293,96,3197,2020
31106, Yobaín,2215,2215, ,2020
32001, Apozol,6260,3652,2608,2020
32002, Apulco,4942,4942, ,2020
32003, Atolinga,2277,2277, ,2020
32004, Benito Juárez,4493,1588,2905,2020
32005, Calera,45759,1573,44186,2020
32006, Cañitas de Felipe Pescador,8255,1877,6378,2020
32009, Chalchihuites,10086,6270,3816,2020
32007, Concepción del Oro,12115,5200,6915,2020
32008, Cuauhtémoc,13466,4003,9463,2020
32015, El Plateado de Joaquín Amaro,1579,1579, ,2020
32041, El Salvador,2509,2509, ,2020
32010, Fresnillo,240532,66486,174046,2020
32012, Genaro Codina,8168,8168, ,2020
32013, General Enrique Estrada,6644,2124,4520,2020
32014, General Francisco R. Murguía,20191,14347,5844,2020
32016, General Pánfilo Natera,23526,12303,11223,2020
32017, Guadalupe,211740,14394,197346,2020
32018, Huanusco,4547,4547, ,2020
32019, Jalpa,25296,10005,15291,2020
32020, Jerez,59910,13778,46132,2020
32021, Jiménez del Teul,4465,4465, ,2020
32022, Juan Aldama,19749,4704,15045,2020
32023, Juchipila,12251,6415,5836,2020
32024, Loreto,53709,24458,29251,2020
32025, Luis Moya,13184,6201,6983,2020
32026, Mazapil,17774,17774, ,2020
32027, Melchor Ocampo,2736,2736, ,2020
32028, Mezquital del Oro,2451,2451, ,2020
32029, Miguel Auza,23713,8898,14815,2020
32030, Momax,2446,2446, ,2020
32031, Monte Escobedo,8683,4436,4247,2020
32032, Morelos,13207,1640,11567,2020
32033, Moyahua de Estrada,4530,4530, ,2020
32034, Nochistlán de Mejía,27945,11131,16814,2020
32035, Noria de Ángeles,16284,13475,2809,2020
32036, Ojocaliente,44144,21849,22295,2020
32037, Pánuco,17577,8848,8729,2020
32038, Pinos,72241,63295,8946,2020
32039, Río Grande,64535,24306,40229,2020
32040, Sain Alto,21844,16549,5295,2020
32058, Santa María de la Paz,2767,2767, ,2020
32042, Sombrerete,63665,31816,31849,2020
32043, Susticacán,1365,1365, ,2020
32044, Tabasco,16588,8496,8092,2020
32045, Tepechitlán,8321,3438,4883,2020
32046, Tepetongo,6490,6490, ,2020
32047, Teúl de González Ortega,5356,1895,3461,2020
32048, Tlaltenango de Sánchez Román,27302,9420,17882,2020
32057, Trancoso,20455,3434,17021,2020
32011, Trinidad García de la Cadena,3362,641,2721,2020
32049, Valparaíso,32461,18884,13577,2020
32050, Vetagrande,10276,6655,3621,2020
32051, Villa de Cos,34623,14984,19639,2020
32052, Villa García,19525,12514,7011,2020
32053, Villa González Ortega,13208,3999,9209,2020
32054, Villa Hidalgo,19446,14595,4851,2020
32055, Villanueva,31558,14007,17551,2020
32056, Zacatecas,149607,8410,141197,2020
